Meta_Publisher,Meta_datetime,Meta_title,Meta_link,Meta_desc,Published_Date,Title,Article,Summary,Authors,Keywords
The Federal News,47:27.9,WFI chief Brij Bhushan Sharan Singh vows to put up a fight,https://thefederal.com/sports/wfi-chief-brij-bhushan-sharan-singh-vows-to-put-up-a-fight/,"Brij Bhushan Sharan Singh, the embattled chief of India's national wrestling federation, on Thursday (April 27), stated his intention to vigorously defend...",2023-04-27 10:29:47+00:00,WFI chief Brij Bhushan Sharan Singh vows to put up a fight,"The BJP MP made no reference to the sexual harassment allegations levied against him but expressed his determination to continue fighting until he no longer has the strength to do so

Brij Bhushan Sharan Singh, the embattled chief of India’s national wrestling federation, on Thursday (April 27), stated his intention to vigorously defend himself against allegations of sexual harassment made by the country’s top wrestlers.

In a video message, the BJP MP, without making a mention of the allegations against him, indicated that he would not accept defeat till he has strength for fight.

Also Read: NCW seeks report from Delhi police on sexual harassment charges against WFI chief

“Friends, the day I reflect on my life, what I gained or lost, the day I feel I don’t have the strength to fight, the day I feel helpless, I won’t like to live a life like that. Instead of living such a life, I would wish that death embraces me,” he said.

Advertisement

Star wrestlers, including World Championships medal winner Vinesh Phogat, Olympic medallists Bajrang Punia and Sakshi Malik, have made sexual harassment allegations against Brij Bhushan and have been sitting on an indefinite protest at Jantar Mantar here.

Also Read: Preliminary probe needed before FIR against WFI chief: Delhi Police tells SC

The elite athletes resumed their agitation against the Wrestling Federation of India chief on Sunday, three months after they ended their sit-in protest following the formation of an oversight committee by the government to probe into the serious allegations.

The Sports Ministry has not yet made public the findings of a six-member oversight panel that submitted its report on April 5.

(With agency inputs)","The BJP MP made no reference to the sexual harassment allegations levied against him but expressed his determination to continue fighting until he no longer has the strength to do soBrij Bhushan Sharan Singh, the embattled chief of India’s national wrestling federation, on Thursday (April 27), stated his intention to vigorously defend himself against allegations of sexual harassment made by the country’s top wrestlers.
In a video message, the BJP MP, without making a mention of the allegations against him, indicated that he would not accept defeat till he has strength for fight.
Instead of living such a life, I would wish that death embraces me,” he said.
AdvertisementStar wrestlers, including World Championships medal winner Vinesh Phogat, Olympic medallists Bajrang Punia and Sakshi Malik, have made sexual harassment allegations against Brij Bhushan and have been sitting on an indefinite protest at Jantar Mantar here.
The Sports Ministry has not yet made public the findings of a six-member oversight panel that submitted its report on April 5.",[],"['report', 'bhushan', 'allegations', 'strength', 'fight', 'sexual', 'chief', 'life', 'sharan', 'wfi', 'wrestling', 'singh', 'brij', 'vows', 'harassment', 'day']"
Tribune India,47:27.9,Brij Bhushan Sharan Singh’s ‘pressure tactics’,https://www.tribuneindia.com/news/sports/bhushans-pressure-tactics-501450,"Bajrang Punia, Sakshi Malik and Vinesh Phogat have once again alleged that Brij Bhushan Sharan Singh's people are threatening the complainants.",None,Brij Bhushan Sharan Singh’s ‘pressure tactics’,"Tribune News Service

Vinayak Padmadeo

New Delhi, April 26

Bajrang Punia, Sakshi Malik and Vinesh Phogat have once again alleged that Brij Bhushan Sharan Singh’s people are threatening the complainants. The wrestlers claimed that Singh’s people have found out the address of the minor girl who is one of the seven wrestlers that have filed a complaint of sexual harassment against Singh.

The wrestlers were seen training at the protest site on Wednesday. PTI

“Brij Bhushan is claiming innocence while he is threatening the minor girl,” Bajrang said. “Not many here know her name but people have reached her house. If he is innocent then why is he resorting to such acts?” he added.

Bajrang added that the same people are pressuring her relatives to withdraw the complaint. He also alleged that two persons tried to scare him off the case as well.

“Today, two persons approached me and warned me, asking why I was picking up a fight with him. They told me ‘once his party did not give him the ticket, the one who got the ticket was killed the day of the voting’. They are trying to scare us but we have the support of the country. We are not scared,” he said.

As the police were still reluctant to lodge an FIR against Singh, the wrestlers carried out a candlelight procession.

The wrestlers also tried training near the dharna site, though no sparring sessions could take place as the Delhi Police did not allow them to get the mats to the dharna site.

“We trained for a bit in the morning,” Bajrang said. “We had brought the mats but the police did not allow us to place them here. When we were training on the roads, they said you can’t train as we did not have the permission. They do the same thing when we are trying to get food and water. Do we need to take permission to breathe, eat and train?” he added.

“When it comes to medals, everybody joins in and says our wrestlers have made us proud and now that we are out on the road, can’t they see our troubles. We should be in stadiums training, not sitting here. We are very hurt by all of this,” he added.

Listen to our Mann ki Baat

Sakshi and Vinesh urged Prime Minister Narendra Modi and Women and Child Development Minister Smriti Irani to hear the wrestler’s “mann ki baat”.

“PM Modi sir says beti bachao, beti padhao. He listens to everyone’s mann ki baat and I want to ask him whether he is listening to us at all. You call us at your house and give us respect so I request you to please listen to our mann ki baat as well,” Sakshi said.

“I also want to ask Smriti Irani ji, why have you not said anything in our matter? We have been sitting here for the last four days, suffering from mosquito bites. The Delhi Police are not allowing us food. They are not allowing us to train, why are you mum? Please come and support us,” the Rio bronze medallist added.

Vinesh questioned why the PM did not reach out to them. “Who knows our voices may not be reaching him. We do not have his direct number where we can contact him. All we can do is to request a meeting through the media,” Vinesh said. “We have been saying that we wanted to meet him from the start. We have taken a huge risk with our careers for this big fight,” she added.

‘Deeply concerning’

New Delhi: Olympics champion shooter Abhinav Bindra took to social media to announce his solidarity with the protesting wrestlers. Bindra has always voiced his opinion in favour of distressed sportspersons. “As athletes, we train hard every day to represent our country on the international stage. It is deeply concerning to see our athletes finding it necessary to protest on the streets regarding the allegations of harassment in the Indian wrestling administration,” Bindra tweeted. Bindra said that all the concerns raised by top wrestlers should be addressed by the administration. “My heart goes out to all those who have been affected. We must ensure that this issue is handled properly, with the athletes’ concerns heard and addressed fairly and independently. This incident highlights the crucial need for a proper safeguarding mechanism that can prevent harassment and ensure justice for those affected,” he said. pti

#bajrang punia #Vinesh Phogat","Tribune News ServiceVinayak PadmadeoNew Delhi, April 26Bajrang Punia, Sakshi Malik and Vinesh Phogat have once again alleged that Brij Bhushan Sharan Singh’s people are threatening the complainants.
Listen to our Mann ki BaatSakshi and Vinesh urged Prime Minister Narendra Modi and Women and Child Development Minister Smriti Irani to hear the wrestler’s “mann ki baat”.
He listens to everyone’s mann ki baat and I want to ask him whether he is listening to us at all.
You call us at your house and give us respect so I request you to please listen to our mann ki baat as well,” Sakshi said.
‘Deeply concerning’New Delhi: Olympics champion shooter Abhinav Bindra took to social media to announce his solidarity with the protesting wrestlers.",[],"['bhushan', 'pressure', 'ki', 'delhi', 'bindra', 'train', 'mann', 'sharan', 'tactics', 'singhs', 'training', 'athletes', 'brij', 'harassment', 'vinesh', 'wrestlers']"
The Indian Express,47:27.9,"Wrestlers allege threats, financial inducements to seven women, including minor’s family, to withdraw complaints against Brij Bhushan Sharan Singh",https://indianexpress.com/article/sports/sport-others/wrestlers-allege-threats-financial-inducements-seven-women-brij-bhushan-sharan-singh-8575920/,"... minor's family, to withdraw complaints against Brij Bhushan Sharan Singh ... against Wrestling Federation of India president Brij Bhushan Sharan Singh,...",2023-04-25 23:12:56+05:30,"Wrestlers allege threats, financial inducements to seven women, including minor’s family, to withdraw complaints against Brij Bhushan Sharan Singh","The country’s top grapplers protesting at Jantar Mantar said that threats of dire consequences and inducements of money were being made to the seven woman wrestlers who filed separate complaints of sexual harassment and criminal intimidation against Wrestling Federation of India president Brij Bhushan Sharan Singh, also a BJP Member of Parliament from Kaiserganj.

On the third day of the protest, two-time World Championship medallist Vinesh Phogat said threats were being made to ‘break the resolve’ of the complainants. Tokyo Olympics bronze medallist Bajrang Punia accused Singh’s coterie of threatening the family of the minor, one of the seven complainants.

“They are trying to threaten the minor victim and pressure is being put on the family members to withdraw the complaint. We have learned that one of the people threatening them is a coach who is a Dronacharya-award winner and the other is the secretary of the Haryana Wrestling Association. They went to her house and are putting pressure on the family and also offered money. They want her to take the complaint back. Those women wrestlers who have filed complaints against the WFI president are being threatened too,” Bajrang said at Jantar Mantar on Tuesday.

The complaints were filed on Friday at the Connaught Place Police Station in New Delhi, and it is learnt that the wrestlers have cited multiple instances of sexual harassment, dating back to 2012 and as recent as 2022.

What is unfortunate, Vinesh said, is that the names of the victims who registered the complaints at the police station seem to have been leaked to the WFI president.

“If a girl makes a complaint of sexual harassment, what should the police do? There needs to be an FIR, an arrest should be made under POCSO (The Protection of Children from Sexual Offences Act). But why have the police not done these basic things so far? And now the complainants are being threatened and being asked to withdraw the case,” Vinesh said.

Unlike in January when they sat in protest till dusk and returned the next morning, this time the wrestlers, including Rio Olympics bronze medallist Sakshi Malik, are spending the night at Jantar Mantar. The protesting wrestlers have said they have lost faith in the Oversight Committee set up by the sports ministry to probe the allegations of sexual harassment against the WFI president.

The report of the Oversight Committee headed by boxing legend Mary Kom has not been made public despite the one-month deadline expiring by the end of February.

The government on Monday shared the ‘major findings’ of the Oversight Committee but remained silent on the charges against the WFI president.

Advertisement

In a letter to Indian Olympic Association (IOA) president and former sprint queen PT Usha, the sports ministry mentioned only the structural lapses within the WFI, including the absence of an Internal Complaints Committee, and called for “effective communication between the Federation and the sportspersons”. The ministry also declared the ongoing process for the WFI elections, scheduled to take place on May 7, as null and void, and directed the IOA to form an ad-hoc committee.

No going back

“Hamare saath game ho gaya (We were fooled the last time). We believed we would get justice and that is why we ended the protest after three days. But this time, we won’t get swayed by false promises. Till the investigation is taken to its conclusion, and arrests are made based on the complaints, we will not stop protesting. We have faith in the Supreme Court,” Vinesh said.

The wrestlers made it clear that just filing an FIR against the accused was not enough.

Advertisement

“We won’t end our protest when an FIR is lodged. He (the WFI president) has to be arrested and put behind bars. So many people roam around freely despite an FIR being lodged against them. Will we be safe if he is free? And how will we train, if he is roaming free?” Vinesh said between meeting politicians from different parties, members of farmer unions and khap leaders.

The wrestlers had sought the support of political parties and women’s organisations on Monday in a departure from their earlier stand. Former Haryana chief minister Bhupinder Singh Hooda, Communist Party of India leader and former Rajya Sabha MP Brinda Karat and Aam Aadmi Party spokesperson Reena Gupta were among those who met the wrestlers on Tuesday.

“The question is why those athletes, who should have been at a stadium, are being forced to sit in protest at Jantar Mantar. There needs to be a thorough investigation into the matter. The athletes need to get justice and my full support is with them,” Hooda tweeted.

Local leaders from Haryana and Western Uttar Pradesh, who were involved in the farmer protests, also came forward with the promise of hundreds of supporters travelling to Jantar Mantar over the next few days.

“Earlier (in January), we didn’t want the people from political parties to come to the protest site because then people would say we are trying to play politics. But after that, we were fooled. We have asked everyone to come, including politicians, farmers and khap leaders because people want to support us and are fighting for the self-respect and dignity of women wrestlers. This is not about Uttar Pradesh versus Haryana. The UP-Haryana story is being spread by those who want us to fail and those who are close to Brijbhushan Sharan Singh,” Vinesh said.

Advertisement

By evening, there was a power failure at the protest site, as the microphones fell silent and the fans stopped working. “Whatever happens, we will be here at Jantar Mantar night and day till our women wrestlers get justice,” Jitender, an Asian Wrestling Championship silver medallist, said.","On the third day of the protest, two-time World Championship medallist Vinesh Phogat said threats were being made to ‘break the resolve’ of the complainants.
Those women wrestlers who have filed complaints against the WFI president are being threatened too,” Bajrang said at Jantar Mantar on Tuesday.
The government on Monday shared the ‘major findings’ of the Oversight Committee but remained silent on the charges against the WFI president.
He (the WFI president) has to be arrested and put behind bars.
“The question is why those athletes, who should have been at a stadium, are being forced to sit in protest at Jantar Mantar.","['Nihal Koshie', 'Var Template_Content', 'Sso_Login_Box', 'Xwelcome Backorenter The Email Address Or Mobile Number Associated With Your Account To Sign In. Show Passwordsign Innew To The Indian Express Signupxcreate Your Account It Is Quick', 'Easy.Or Show Passwordnextvalidate Otpregisteralready Have An Account', 'Signin', 'Sso_Social_Box', 'Sign In Withgmailfacebookapple', 'Var Follow_Widget_Data', 'Af_Article_Count']","['sexual', 'withdraw', 'women', 'including', 'mantar', 'wfi', 'vinesh', 'seven', 'medallist', 'protest', 'inducements', 'sharan', 'minors', 'singh', 'wrestlers', 'threats', 'complaints', 'president', 'jantar']"
NDTV.com,47:27.9,"""Court Will Decide"": Wrestling Body Chief On #MeToo Charges Against Him",https://www.ndtv.com/india-news/wrestling-body-chief-brij-bhushan-sharan-singh-on-metoo-charges-against-him-court-will-decide-3978678,Wrestling Federation of India (WFI) chief and BJP MP Brij Bhushan Sharan Singh on Tuesday did not directly reply to questions over protesting wrestlers'...,None,"""Court Will Decide"": Wrestling Body Chief On #MeToo Charges Against Him","The Supreme Court will decide, said Brij Bhushan Singh. (FILE)

Wrestling Federation of India (WFI) chief and BJP MP Brij Bhushan Sharan Singh on Tuesday did not directly reply to questions over protesting wrestlers' allegations against him and said the matter is pending in the Supreme Court.

Some prominent wrestlers, who have resumed their protest seeking registration of criminal case on their allegations against Brij Bhushan Sharan Singh, moved the Supreme Court on Monday.

""The matter is in the Supreme Court and the court will decide,"" Brij Bhushan Singh told media persons.

The wrestlers said they had resumed the protest as ""no action has been taken in the matter"".

Ace India wrestler Sakshi Malik broke down while interacting with the media as wrestlers protested at Jantar Mantar.

Vinesh Phogat, Sakshi Malik and Bajrang Punia are among those who have resumed their protest over their demands.

""We wanted to file a sexual harassment FIR against Brij Bhushan Sharan Singh. Two days ago we got a complaint filed but FIR hasn't been registered yet. There are seven female wrestlers and one of them is a minor. We want the investigation to happen fast. It is a sensitive matter. We are being framed as liars which we cannot bear. We are waiting for two-and-a-half months now but no one is listening. People are saying we are spent force that is why we are protesting. We just won a medal at CWG 2022,"" Sakshi Malik told the media at Jantar Mantar.

""It is being heard that we are finished, that's why we are protesting. For two and a half months the government has not taken any action. We cannot reveal the name of a minor,"" she added.

Bajrang Punia, Vinesh Phogat, Ravi Dahiya, and Sakshi Malik, held a sit-in protest in Jantar Mantar in January this year, demanding that Brij Bhushan be removed from and Wrestling Federation of India be disbanded. They had accused the body and its chief of sexual harassment and mistreatment of wrestlers.

Following the protest, the Union Ministry of Youth Affairs and Sports had announced the formation of an 'oversight committee' to probe the allegations.

Olympic medalist Mary Kom is heading the Oversight Committee. Former wrestler Yogeshwar Dutt, former shuttler Trupti Murgunde, SAI member Radhica Sreeman, ex-CEO of the Target Olympic Podium Plan Rajesh Rajagopalan, and CWG gold medalist Babita Phogat are the other members of the Mary Kom-led committee.

(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)","The Supreme Court will decide, said Brij Bhushan Singh.
Some prominent wrestlers, who have resumed their protest seeking registration of criminal case on their allegations against Brij Bhushan Sharan Singh, moved the Supreme Court on Monday.
""The matter is in the Supreme Court and the court will decide,"" Brij Bhushan Singh told media persons.
""We wanted to file a sexual harassment FIR against Brij Bhushan Sharan Singh.
We just won a medal at CWG 2022,"" Sakshi Malik told the media at Jantar Mantar.",[],"['bhushan', 'court', 'protest', 'malik', 'metoo', 'chief', 'sharan', 'wrestling', 'charges', 'singh', 'sakshi', 'brij', 'supreme', 'body', 'wrestlers', 'decide']"
Times of India,47:27.9,"Why no FIR against Brij Bhushan Sharan Singh, Supreme Court asks Delhi police",https://m.timesofindia.com/india/why-no-fir-against-brij-bhushan-sharan-singh-supreme-court-asks-delhi-police/articleshow/99750678.cms,"""We asked for directions for FIR to be filed against accused Brij Bhushan Sharan Singh. Despite serious allegations of harassment, Delhi police wasn't...",None,Brij Bhushan Singh: Supreme Court asks Delhi police; Why no FIR against Brij Bhushan Sharan Singh,"- With agency inputs

NEW DELHI: The Supreme Court on Tuesday issued notice to Delhi police on a plea of seven women wrestlers alleging non-registration of an FIR on their sexual harassment allegations against BJP MP and Wrestling Federation of India (WFI) president Brij Bhushan Sharan Singh A bench of CJI DY Chandrachud and Justice PS Narasimha said the matter required intervention of the top court and asked the Delhi police to respond as to why FIR be not registered against Brij Bhushan.""Issue notice. List it (for hearing) on Friday,"" the bench said.The top court also agreed with petitioners to suppress their identity mentioned in the petition, even though they had gone public with their protest.Senior advocate Kapil Sibal, appearing for the wrestlers, said though they have been complaining about sexual harassment by Singh, the authorities have not taken steps to register FIR against him in utter violation of the law settled by the SC.""We asked for directions for FIR to be filed against accused Brij Bhushan Sharan Singh. Despite serious allegations of harassment, Delhi police wasn't filing the complaint. The Supreme Court found the matter serious and issued notices to Delhi government and Delhi police,"" one of the wrestlers' advocates said.Petitioner's other counsel, senior advocate Narender Hooda told the SC-bench that an FIR is not being registered as the accused WFI president is a BJP MP.Several national award winning wrestlers have been protesting at Jantar Mantar in the national capital demanding the government to make public the findings of the oversight panel that investigated the sexual harassment allegations against Singh.","- With agency inputsNEW DELHI: The Supreme Court on Tuesday issued notice to Delhi police on a plea of seven women wrestlers alleging non-registration of an FIR on their sexual harassment allegations against BJP MP and Wrestling Federation of India (WFI) president Brij Bhushan Sharan Singh A bench of CJI DY Chandrachud and Justice PS Narasimha said the matter required intervention of the top court and asked the Delhi police to respond as to why FIR be not registered against Brij Bhushan.
""Issue notice.
""We asked for directions for FIR to be filed against accused Brij Bhushan Sharan Singh.
Despite serious allegations of harassment, Delhi police wasn't filing the complaint.
The Supreme Court found the matter serious and issued notices to Delhi government and Delhi police,"" one of the wrestlers' advocates said.Petitioner's other counsel, senior advocate Narender Hooda told the SC-bench that an FIR is not being registered as the accused WFI president is a BJP MP.Several national award winning wrestlers have been protesting at Jantar Mantar in the national capital demanding the government to make public the findings of the oversight panel that investigated the sexual harassment allegations against Singh.",['Timesofindia.Com'],"['bhushan', 'allegations', 'court', 'delhi', 'wrestlers', 'sexual', 'asks', 'sharan', 'wfi', 'singh', 'brij', 'harassment', 'fir', 'supreme']"
The Indian Express,47:38.8,Today's Top News Headlines and Latest News at 8:30 pm on ...,https://indianexpress.com/audio/expresso-news-update/todays-top-news-headlines-and-latest-news-at-830-pm-on-27-april-2023/8579180/,"IOA chief PT Usha says WFI protests amount to indiscipline; Parkash Singh Badal ... against WFI chief and BJP MP Brij Bhushan Sharan Singh continue,...",2023-04-27 20:30:27+05:30,Today’s Top News Headlines and Latest News at 8:30 pm on 27 April 2023,"Coming down heavily on the aggrieved wrestlers, Indian Olympic Association President PT Usha said the grapplers protesting on the streets amounts to indiscipline and is tarnishing the country’s image. Decorated wrestlers Vinesh Phogat, Bajrang Punia and Sakshi malik are the three central characters in the renewed protests against Wrestling Federation of India president Brij Bhushan Sharan Singh, who has been accused of sexual harassment and criminal intimidation by the grapplers.

LENDING WEIGHT to the sexual harassment charges against Brij Bhushan Sharan Singh, a physiotherapist who was present at the national camp in Lucknow in 2014 has said that at least three junior women wrestlers at the camp told him how they faced “pressure” and were “asked to meet Brij Bhushan at night”. Speaking to The Indian Express at the wrestlers’ protest in Jantar Mantar, the physiotherapist, Paramjeet Malik, said the girls had cried while confiding in their seniors about their ordeal. Paramjeet said he had shared the information with the then women’s coach, Kuldeep Malik, but no action was taken. In the past, Brij Bhushan has consistently denied the allegations and said they are part of a plot against him.

Akali stalwart Parkash Singh Badal was cremated with full state honours at his ancestral village in Punjab's Muktsar district with thousands of mourners and leaders across the political spectrum paying their last respects to the five-time chief minister. Shiromani Akali Dal chief Sukhbir Singh Badal lit the funeral pyre at a special platform erected for the last rites as a Punjab Police contingent accorded a gun salute. Wrapped in the Tricolour, Badal's mortal remains were taken to the family's farmland, around a kilometer from his residence where it was kept for people to have the last 'darshan' with his son Sukhbir Singh Badal and other family members standing with folded hands on it.

A man died in Kaliaganj in West Bengal’s North Dinajpur, allegedly of a bullet injury, early Thursday morning, sparking a fresh war of words between the BJP and the ruling TMC. The village has been on edge ever since a 17-year-old girl died last week, and her family alleged she had been raped. Since then, protesters have clashed with police on two occasions, including on Tuesday when 17 personnel were injured and the local police station set on fire. While officers are yet to comment on 33-year-old Mrityunjay Burman’s death, the BJP has alleged he was killed by the police.

As campaigning heats up with the Karnataka polls round the corner, Congress president Mallikarjun Kharge, while addressing a rally in Kalaburagi, compared Prime Minister Narendra Modi with a “poisonous snake”. “Understand this correctly… Modi like a poisonous snake. Do not taste to test if it is poison or not… If you taste it, you are dead. You may think that it is not poison because a good man like Modi gave it to you… but if you taste you’ll lie dead on the ground,” the Congress chief said. Kharge later issued a clarification when asked about the comment. “It wasn’t meant for PM Modi. What I meant was that the BJP’s ideology is “like a snake”.

Borivali-based actor Chrisann Pereira, 27, who was lodged in a Sharjah prison in the United Arab Emirates after she was framed in a drug case, in a letter recounted the harrowing time she went through. She said that during her 26 days in jail, she washed her hair with laundry detergent powder Tide and made coffee using toilet water. The actor was released on Wednesday evening and is expected to reach India soon. ""I watched Bollywood movies, sometimes with tears in my eyes knowing my ambition brought me here. I sometimes smile at our culture, our movies and the familiar faces on TV,"" the letter read.

In other news: the Vigilance department issued a show cause notice to 2007 batch IAS (AGMUT cadre) officer Udit Prakash Rai for allegedly demolishing a monument in Delhi — a “Pathan period” Mahal dating back to 1418 when the Sayyid dynasty ruled Delhi – and for building a new government accommodation in its place to move in as the then CEO of the Delhi Jal Board. The monument that disappeared – only a gateway still stands – is in South East Delhi’s Jal Vihar near Lajpat Nagar. It finds mention in the ASI’s List of Muhammadan and Hindu monuments, Vol. IV and is called Mahal.

The Delhi High Court set aside the order issued by Delhi University which had debarred a PhD scholar for a year for his alleged involvement in the disturbance of law and order in the varsity during the screening of the BBC documentary, India: The Modi Question, in January. A single judge bench of Justice Purushaindra Kumar Kaurav said the action taken against the PhD scholar and NSUI National Secretary Lokesh Chugh was made in violation of principles of natural justice and ”reasons are necessary to be assigned by the administrative authority” in the order.

Lastly: Fighting intensified in Sudan’s war-ravaged province of Darfur during a fragile three-day truce between the country’s battling top generals, killing an estimated dozens of people, residents said. The truce eased fighting in the country’s capital, creating a lull that allowed foreign governments to evacuate thousands of their nationals.



Click to listen to the morning's bulletin","Paramjeet said he had shared the information with the then women’s coach, Kuldeep Malik, but no action was taken.
In the past, Brij Bhushan has consistently denied the allegations and said they are part of a plot against him.
While officers are yet to comment on 33-year-old Mrityunjay Burman’s death, the BJP has alleged he was killed by the police.
Do not taste to test if it is poison or not… If you taste it, you are dead.
The truce eased fighting in the country’s capital, creating a lull that allowed foreign governments to evacuate thousands of their nationals.",[],"['headlines', 'bhushan', 'taste', 'delhi', 'malik', '830', 'taken', 'todays', '27', '2023', 'modi', 'president', 'singh', 'brij', 'latest', 'wrestlers']"
Mint,47:38.8,"LIVE Updates: Hinduja family's truce uncertain, London court hears | Mint",https://www.livemint.com/news/india/breaking-news-live-updates-24-april-wrestlers-protest-delhi-amritpal-singh-india-covid-cases-pm-modi-11682293749384.html,"... the allegations against Wrestling Federation of India (WFI) chief Brij Bhushan Sharan Singh and has begun a probe into the fresh complaint by wrestlers,...",2023-04-24 05:36:12+05:30,"LIVE Updates: Hinduja family's truce uncertain, London court hears","LIVE Updates: Hinduja family's truce uncertain, London court hears

15 min read . Updated: 24 Apr 2023, 09:29 PM IST

Premium INDUSTRIALISTS ASHOK (L) AND SRICHAND HINDUJA 21PUBFEB2006 HTCITY","LIVE Updates: Hinduja family's truce uncertain, London court hears15 min read .
Updated: 24 Apr 2023, 09:29 PM ISTPremium INDUSTRIALISTS ASHOK (L) AND SRICHAND HINDUJA 21PUBFEB2006 HTCITY",[],"['updated', 'familys', 'london', 'hears', 'court', 'live', 'srichand', 'hinduja', 'uncertain', 'truce', 'updates', 'read', 'min']"
Times of India,47:38.8,Wrestlers continue protest against BJP's Brij Bhushan Sharan Singh over sexual harassment allegations,https://timesofindia.indiatimes.com/videos/news/wrestlers-continue-protest-against-bjps-brij-bhushan-sharan-singh-over-sexual-harassment-allegations/videoshow/99806862.cms,"... Bajrang Punia, and many other wrestlers are involved in the protest against Wrestling Federation of India (WFI) president Brij Bhushan Sharan Singh over...",None,Wrestlers continue protest against BJP's Brij Bhushan Sharan Singh over sexual harassment allegations,"Apr 27, 2023, 11:51AM IST

Source: TOI.in

Over the previous four days, ace Indian grapplers slept and trained at Delhi's Jantar Mantar. Vinesh Phogat, Sakshi Malik, Bajrang Punia, and many other wrestlers are involved in the protest against Wrestling Federation of India (WFI) president Brij Bhushan Sharan Singh over allegations of sexual harassment.","Apr 27, 2023, 11:51AM ISTSource: TOI.inOver the previous four days, ace Indian grapplers slept and trained at Delhi's Jantar Mantar.
Vinesh Phogat, Sakshi Malik, Bajrang Punia, and many other wrestlers are involved in the protest against Wrestling Federation of India (WFI) president Brij Bhushan Sharan Singh over allegations of sexual harassment.",[],"['trained', 'continue', 'bhushan', 'protest', 'sexual', 'sharan', 'slept', 'wfi', 'wrestling', 'singh', 'brij', 'toiinover', 'bjps', 'harassment', 'vinesh', 'wrestlers']"
The Economic Times,47:38.8,Wrestlers move Supreme Court seeking FIR against ex-WFI chief Brij Bhushan; SC to hear plea on April 25,https://m.economictimes.com/news/india/wrestlers-move-supreme-court-seeking-fir-against-ex-wfi-chief-brij-bhushan-sc-to-hear-plea-on-april-25/videoshow/99727646.cms,... public the findings of the oversight panel that investigated into sexual harassment allegations against WFI chief Brij Bhushan Sharan Singh. show less.,None,Wrestlers move Supreme Court seeking FIR against ex-WFI chief Brij Bhushan; SC to hear plea on April 25,"Country's top wrestlers, including Bajrang Punia and Vinesh Phogat, returned to protest site Jantar Mantar on Sunday and demanded that the government makes public the findings of the oversight panel that investigated into sexual harassment allegations against WFI chief Brij Bhushan Sharan Singh.","Country's top wrestlers, including Bajrang Punia and Vinesh Phogat, returned to protest site Jantar Mantar on Sunday and demanded that the government makes public the findings of the oversight panel that investigated into sexual harassment allegations against WFI chief Brij Bhushan Sharan Singh.",['Mirror Now'],"['hear', 'sexual', 'fir', 'court', 'exwfi', 'wfi', 'seeking', 'vinesh', 'returned', 'sc', 'punia', 'sharan', 'public', 'plea', 'singh', 'wrestlers', 'supreme', 'chief', 'site']"
ThePrint,47:38.8,"Important cases listed in the Supreme Court on Friday, April 28:",https://theprint.in/india/important-cases-listed-in-the-supreme-court-on-friday-april-28/1543682/,... WFI chief Brij Bhushan Sharan Singh for allegedly sexual harassing them. ... Plea of seven Patna HC Judges including Justice Shailendra Singh alleging...,2023-04-28 04:30:30+00:00,"Important cases listed in the Supreme Court on Friday, April 28:","Important cases listed in the Supreme Court on Friday, April 28: * SC to hear plea of seven women wrestlers seeking registration of FIR against WFI chief Brij Bhushan Sharan Singh for allegedly sexual harassing them.

* Plea of Bihar YouTuber Manish Kashyap who is arrested under NSA for allegedly circulating fake videos of migrant labourers being attacked in Tamil Nadu. * Plea related to felling of trees in Mumbai’s Aarey forest for construction of Metro car shed. * West Bengal government plea against BJP leader Suvendu Adhikari in a criminal case. * Plea seeking to put in place a mechanism to inform legal heirs of deceased depositors about unclaimed deposits lying dormant in bank accounts.

* Plea of seven Patna HC Judges including Justice Shailendra Singh alleging closing of their GPF accounts. * Pleas of TMC leader Abhishek Banerjee challenging Calcutta HC order in school job scam case. * Plea of activist Gautam Navlakha seeking to be shifted from public library in Mumbai to some other place in house arrest in the city.

* Pleas related to hate speeches.

* SC to pronounce verdict on plea of SAD leader late Prakash Singh Badal in a criminal case. * SC to hear plea of Kuntal Ghosh in West Bengal school job scam case. * Plea of BJP leader Hardik Patel in connection with criminal cases registered in Gujarat. * Plea seeking independent probe into killing of gangster politician Atiq Ahmed at Prayagraj. PTI SJK TIR TIR

This report is auto-generated from PTI news service. ThePrint holds no responsibility for its content.","Important cases listed in the Supreme Court on Friday, April 28: * SC to hear plea of seven women wrestlers seeking registration of FIR against WFI chief Brij Bhushan Sharan Singh for allegedly sexual harassing them.
* West Bengal government plea against BJP leader Suvendu Adhikari in a criminal case.
* Plea seeking to put in place a mechanism to inform legal heirs of deceased depositors about unclaimed deposits lying dormant in bank accounts.
* SC to pronounce verdict on plea of SAD leader late Prakash Singh Badal in a criminal case.
* Plea seeking independent probe into killing of gangster politician Atiq Ahmed at Prayagraj.",[],"['sc', 'seven', 'cases', '28', 'listed', 'leader', 'court', 'case', 'criminal', 'plea', 'important', 'singh', 'school', 'west', 'seeking', 'supreme']"
